"ds","y"
2015-07-01,13137
2015-07-02,9938
2015-07-03,8498
2015-07-04,9113
2015-07-05,8908
2015-07-06,10456
2015-07-07,11392
2015-07-08,11294
2015-07-09,9808
2015-07-10,8478
2015-07-11,7097
2015-07-12,7439
2015-07-13,9053
2015-07-14,7900
2015-07-15,7585
2015-07-16,7822
2015-07-17,7264
2015-07-18,6343
2015-07-19,9256
2015-07-20,8946
2015-07-21,8595
2015-07-22,8892
2015-07-23,9449
2015-07-24,7952
2015-07-25,7283
2015-07-26,8473
2015-07-27,9626
2015-07-28,9436
2015-07-29,9063
2015-07-30,8548
2015-07-31,7220
2015-08-01,19280
2015-08-02,13539
2015-08-03,10351
2015-08-04,8943
2015-08-05,8469
2015-08-06,8066
2015-08-07,7942
2015-08-08,6901
2015-08-09,6832
2015-08-10,7794
2015-08-11,8070
2015-08-12,8389
2015-08-13,9769
2015-08-14,7322
2015-08-15,6422
2015-08-16,6640
2015-08-17,7683
2015-08-18,11541
2015-08-19,11921
2015-08-20,10579
2015-08-21,9664
2015-08-22,7673
2015-08-23,9181
2015-08-24,11678
2015-08-25,9808
2015-08-26,10923
2015-08-27,8496
2015-08-28,7543
2015-08-29,8285
2015-08-30,9485
2015-08-31,8902
2015-09-01,9625
2015-09-02,8586
2015-09-03,8147
2015-09-04,7057
2015-09-05,6023
2015-09-06,6399
2015-09-07,7505
2015-09-08,8553
2015-09-09,8275
2015-09-10,8385
2015-09-11,8024
2015-09-12,6968
2015-09-13,7008
2015-09-14,10119
2015-09-15,9090
2015-09-16,8800
2015-09-17,9018
2015-09-18,9788
2015-09-19,7558
2015-09-20,7368
2015-09-21,8936
2015-09-22,10027
2015-09-23,41177
2015-09-24,8707
2015-09-25,10171
2015-09-26,7046
2015-09-27,7292
2015-09-28,8213
2015-09-29,8418
2015-09-30,8602
2015-10-01,7942
2015-10-02,7540
2015-10-03,6772
2015-10-04,7565
2015-10-05,8901
2015-10-06,11515
2015-10-07,9937
2015-10-08,8930
2015-10-09,8510
2015-10-10,7433
2015-10-11,7692
2015-10-12,8895
2015-10-13,8719
2015-10-14,10092
2015-10-15,8397
2015-10-16,7882
2015-10-17,6919
2015-10-18,7189
2015-10-19,9286
2015-10-20,9618
2015-10-21,9091
2015-10-22,9548
2015-10-23,8964
2015-10-24,7211
2015-10-25,8115
2015-10-26,9774
2015-10-27,10467
2015-10-28,10815
2015-10-29,11065
2015-10-30,10597
2015-10-31,7868
2015-11-01,9414
2015-11-02,10937
2015-11-03,12552
2015-11-04,15437
2015-11-05,17375
2015-11-06,12389
2015-11-07,9095
2015-11-08,9944
2015-11-09,12995
2015-11-10,11800
2015-11-11,9867
2015-11-12,10723
2015-11-13,10063
2015-11-14,7329
2015-11-15,8089
2015-11-16,9350
2015-11-17,10446
2015-11-18,9931
2015-11-19,9356
2015-11-20,9095
2015-11-21,7921
2015-11-22,7864
2015-11-23,8695
2015-11-24,8071
2015-11-25,7602
2015-11-26,9906
2015-11-27,7525
2015-11-28,6900
2015-11-29,7443
2015-11-30,9707
2015-12-01,9924
2015-12-02,9334
2015-12-03,9198
2015-12-04,9648
2015-12-05,8269
2015-12-06,7899
2015-12-07,9360
2015-12-08,15663
2015-12-09,64048
2015-12-10,29548
2015-12-11,15773
2015-12-12,10766
2015-12-13,10543
2015-12-14,11447
2015-12-15,13976
2015-12-16,13004
2015-12-17,10635
2015-12-18,9153
2015-12-19,8192
2015-12-20,8274
2015-12-21,9755
2015-12-22,8825
2015-12-23,9040
2015-12-24,7909
2015-12-25,6960
2015-12-26,9192
2015-12-27,14084
2015-12-28,10191
2015-12-29,10041
2015-12-30,9006
2015-12-31,7727
2016-01-01,6917
2016-01-02,8377
2016-01-03,10766
2016-01-04,10785
2016-01-05,10522
2016-01-06,9285
2016-01-07,10956
2016-01-08,9452
2016-01-09,7980
2016-01-10,8171
2016-01-11,9588
2016-01-12,8934
2016-01-13,8913
2016-01-14,8931
2016-01-15,10703
2016-01-16,10065
2016-01-17,10603
2016-01-18,11649
2016-01-19,10967
2016-01-20,10033
2016-01-21,10319
2016-01-22,9526
2016-01-23,7271
2016-01-24,8098
2016-01-25,9522
2016-01-26,9169
2016-01-27,10703
2016-01-28,11258
2016-01-29,10328
2016-01-30,7571
2016-01-31,7165
2016-02-01,8640
2016-02-02,9008
2016-02-03,8621
2016-02-04,8881
2016-02-05,7503
2016-02-06,6998
2016-02-07,7706
2016-02-08,8250
2016-02-09,8654
2016-02-10,8749
2016-02-11,8899
2016-02-12,8609
2016-02-13,7796
2016-02-14,9550
2016-02-15,11809
2016-02-16,12099
2016-02-17,11718
2016-02-18,22422
2016-02-19,16070
2016-02-20,11918
2016-02-21,11716
2016-02-22,11513
2016-02-23,10863
2016-02-24,10723
2016-02-25,11566
2016-02-26,8885
2016-02-27,8268
2016-02-28,7831
2016-02-29,9651
2016-03-01,10153
2016-03-02,9459
2016-03-03,10031
2016-03-04,8543
2016-03-05,7679
2016-03-06,8557
2016-03-07,10637
2016-03-08,10109
2016-03-09,9119
2016-03-10,8640
2016-03-11,8023
2016-03-12,6626
2016-03-13,9435
2016-03-14,10794
2016-03-15,10409
2016-03-16,9168
2016-03-17,8368
2016-03-18,7623
2016-03-19,6247
2016-03-20,7103
2016-03-21,8780
2016-03-22,9147
2016-03-23,8634
2016-03-24,9154
2016-03-25,7603
2016-03-26,6543
2016-03-27,7363
2016-03-28,8920
2016-03-29,9056
2016-03-30,8738
2016-03-31,8747
2016-04-01,7796
2016-04-02,7048
2016-04-03,7701
2016-04-04,8945
2016-04-05,10338
2016-04-06,8844
2016-04-07,8596
2016-04-08,9075
2016-04-09,6639
2016-04-10,7263
2016-04-11,9580
2016-04-12,9069
2016-04-13,9421
2016-04-14,9188
2016-04-15,8044
2016-04-16,6127
2016-04-17,6649
2016-04-18,8199
2016-04-19,9412
2016-04-20,8777
2016-04-21,11743
2016-04-22,12084
2016-04-23,7659
2016-04-24,8797
2016-04-25,9546
2016-04-26,9756
2016-04-27,9176
2016-04-28,9900
2016-04-29,8072
2016-04-30,6586
2016-05-01,7025
2016-05-02,89547
2016-05-03,45695
2016-05-04,20558
2016-05-05,25888
2016-05-06,17502
2016-05-07,11558
2016-05-08,11613
2016-05-09,13848
2016-05-10,12811
2016-05-11,16721
2016-05-12,17175
2016-05-13,9961
2016-05-14,12427
2016-05-15,12559
2016-05-16,12247
2016-05-17,9303
2016-05-18,10261
2016-05-19,12704
2016-05-20,8809
2016-05-21,7079
2016-05-22,7734
2016-05-23,9439
2016-05-24,9745
2016-05-25,8550
2016-05-26,8559
2016-05-27,8700
2016-05-28,8140
2016-05-29,7925
2016-05-30,13545
2016-05-31,14649
2016-06-01,11593
2016-06-02,9992
2016-06-03,10522
2016-06-04,8427
2016-06-05,11645
2016-06-06,10709
2016-06-07,10221
2016-06-08,9873
2016-06-09,9686
2016-06-10,8862
2016-06-11,8235
2016-06-12,9122
2016-06-13,12812
2016-06-14,11225
2016-06-15,10453
2016-06-16,11705
2016-06-17,11213
2016-06-18,9926
2016-06-19,10583
2016-06-20,12237
2016-06-21,12419
2016-06-22,10637
2016-06-23,10576
2016-06-24,19485
2016-06-25,13130
2016-06-26,8771
2016-06-27,12055
2016-06-28,10439
2016-06-29,11503
2016-06-30,10351
2016-07-01,9122
2016-07-02,8167
2016-07-03,9208
2016-07-04,9719
2016-07-05,9776
2016-07-06,9550
2016-07-07,9990
2016-07-08,9093
2016-07-09,9336
2016-07-10,10963
2016-07-11,10808
2016-07-12,10526
2016-07-13,10617
2016-07-14,9455
2016-07-15,9026
2016-07-16,7465
2016-07-17,8469
2016-07-18,9265
2016-07-19,8594
2016-07-20,8706
2016-07-21,8963
2016-07-22,11080
2016-07-23,7503
2016-07-24,7720
2016-07-25,9705
2016-07-26,11232
2016-07-27,11588
2016-07-28,9608
2016-07-29,8636
2016-07-30,7977
2016-07-31,68744
2016-08-01,8979
2016-08-02,10183
2016-08-03,20889
2016-08-04,13756
2016-08-05,10113
2016-08-06,8210
2016-08-07,14426
2016-08-08,12667
2016-08-09,11998
2016-08-10,11393
2016-08-11,8702
2016-08-12,8200
2016-08-13,8243
2016-08-14,7195
2016-08-15,8361
2016-08-16,8803
2016-08-17,9089
2016-08-18,10421
2016-08-19,9974
2016-08-20,7154
2016-08-21,7602
2016-08-22,8703
2016-08-23,9225
2016-08-24,9528
2016-08-25,9988
2016-08-26,9715
2016-08-27,7708
2016-08-28,8009
2016-08-29,9769
2016-08-30,9014
2016-08-31,9761
2016-09-01,9460
2016-09-02,8399
2016-09-03,7929
2016-09-04,8230
2016-09-05,9341
2016-09-06,9693
2016-09-07,9797
2016-09-08,10260
2016-09-09,9458
2016-09-10,8414
2016-09-11,8128
2016-09-12,12303
2016-09-13,11330
2016-09-14,10731
2016-09-15,11608
2016-09-16,11372
2016-09-17,10602
2016-09-18,9720
2016-09-19,10176
2016-09-20,10303
2016-09-21,9507
2016-09-22,10163
2016-09-23,8433
2016-09-24,9133
2016-09-25,7924
2016-09-26,9918
2016-09-27,8864
2016-09-28,10660
2016-09-29,8419
2016-09-30,8792
2016-10-01,8601
2016-10-02,8041
2016-10-03,8909
2016-10-04,9753
2016-10-05,9800
2016-10-06,9020
2016-10-07,9804
2016-10-08,7514
2016-10-09,7420
2016-10-10,8394
2016-10-11,10270
2016-10-12,10622
2016-10-13,9291
2016-10-14,8857
2016-10-15,7244
2016-10-16,7685
2016-10-17,9412
2016-10-18,9423
2016-10-19,9258
2016-10-20,8366
2016-10-21,10798
2016-10-22,7065
2016-10-23,8432
2016-10-24,9283
2016-10-25,10462
2016-10-26,9056
2016-10-27,9040
2016-10-28,14851
2016-10-29,11299
2016-10-30,9047
2016-10-31,12396
2016-11-01,10585
2016-11-02,10692
2016-11-03,10154
2016-11-04,9423
2016-11-05,12504
2016-11-06,11283
2016-11-07,12161
2016-11-08,12423
2016-11-09,13461
2016-11-10,11984
2016-11-11,10447
2016-11-12,9303
2016-11-13,10029
2016-11-14,23393
2016-11-15,15372
2016-11-16,16299
2016-11-17,15529
2016-11-18,18708
2016-11-19,12925
2016-11-20,16554
2016-11-21,14835
2016-11-22,16363
2016-11-23,18741
2016-11-24,16980
2016-11-25,13992
2016-11-26,13654
2016-11-27,14972
2016-11-28,17343
2016-11-29,16634
2016-11-30,12276
2016-12-01,11267
2016-12-02,11793
2016-12-03,8992
2016-12-04,9628
2016-12-05,10874
2016-12-06,11956
2016-12-07,11293
2016-12-08,11414
2016-12-09,10046
2016-12-10,9888
2016-12-11,9427
2016-12-12,10852
2016-12-13,12285
2016-12-14,11821
2016-12-15,11320
2016-12-16,10845
2016-12-17,9297
2016-12-18,9699
2016-12-19,12177
2016-12-20,12132
2016-12-21,12697
2016-12-22,13775
2016-12-23,14558
2016-12-24,11923
2016-12-25,11176
2016-12-26,12673
2016-12-27,13726
2016-12-28,14616
2016-12-29,16200
2016-12-30,16672
2016-12-31,10684
2017-01-01,9846
2017-01-02,23985
2017-01-03,25709
2017-01-04,22725
2017-01-05,26351
2017-01-06,22525
2017-01-07,17749
2017-01-08,16913
2017-01-09,18233
2017-01-10,16730
2017-01-11,18651
2017-01-12,18712
2017-01-13,17254
2017-01-14,15833
2017-01-15,12651
2017-01-16,14216
2017-01-17,16662
2017-01-18,15178
2017-01-19,14975
2017-01-20,12817
2017-01-21,10731
2017-01-22,11369
2017-01-23,14673
2017-01-24,13616
2017-01-25,12378
2017-01-26,12201
2017-01-27,12412
2017-01-28,12904
2017-01-29,11994
2017-01-30,14511
2017-01-31,13611
2017-02-01,13679
2017-02-02,13870
2017-02-03,13224
2017-02-04,11505
2017-02-05,12400
2017-02-06,13523
2017-02-07,13918
2017-02-08,13609
2017-02-09,14071
2017-02-10,12594
2017-02-11,10298
2017-02-12,11270
2017-02-13,12817
2017-02-14,12009
2017-02-15,12759
2017-02-16,13301
2017-02-17,14739
2017-02-18,13186
2017-02-19,11065
2017-02-20,12699
2017-02-21,14204
2017-02-22,13648
2017-02-23,14503
2017-02-24,16166
2017-02-25,18086
2017-02-26,17157
2017-02-27,15586
2017-02-28,16074
2017-03-01,17789
2017-03-02,19271
2017-03-03,40981
2017-03-04,26396
2017-03-05,18338
2017-03-06,20720
2017-03-07,17507
2017-03-08,16131
2017-03-09,16077
2017-03-10,19641
2017-03-11,16371
2017-03-12,14426
2017-03-13,16733
2017-03-14,19966
2017-03-15,17958
2017-03-16,17182
2017-03-17,16022
2017-03-18,18692
2017-03-19,19600
2017-03-20,23626
2017-03-21,21664
2017-03-22,20171
2017-03-23,20204
2017-03-24,18354
2017-03-25,16681
2017-03-26,18168
2017-03-27,18498
2017-03-28,16569
2017-03-29,14593
2017-03-30,14773
2017-03-31,14056
2017-04-01,12621
2017-04-02,12217
2017-04-03,15355
2017-04-04,17274
2017-04-05,14198
2017-04-06,13903
2017-04-07,13902
2017-04-08,11883
2017-04-09,11572
2017-04-10,13908
2017-04-11,17727
2017-04-12,14561
2017-04-13,14539
2017-04-14,12912
2017-04-15,10711
2017-04-16,11690
2017-04-17,19340
2017-04-18,24064
2017-04-19,16503
2017-04-20,15072
2017-04-21,14633
2017-04-22,11508
2017-04-23,12426
2017-04-24,16492
2017-04-25,17039
2017-04-26,15105
2017-04-27,15279
2017-04-28,14268
2017-04-29,11486
2017-04-30,16505
2017-05-01,14896
2017-05-02,17552
2017-05-03,17635
2017-05-04,19681
2017-05-05,17252
2017-05-06,18153
2017-05-07,18187
2017-05-08,20017
2017-05-09,24383
2017-05-10,24893
2017-05-11,25641
2017-05-12,40297
2017-05-13,48497
2017-05-14,43577
2017-05-15,92259
2017-05-16,89655
2017-05-17,60873
2017-05-18,46758
2017-05-19,39294
2017-05-20,34010
2017-05-21,32442
2017-05-22,72770
2017-05-23,79852
2017-05-24,70938
2017-05-25,74308
2017-05-26,62426
2017-05-27,42415
2017-05-28,33185
2017-05-29,36086
2017-05-30,35963
2017-05-31,34743
2017-06-01,32102
2017-06-02,28923
2017-06-03,26484
2017-06-04,24030
2017-06-05,29492
2017-06-06,36335
2017-06-07,34333
2017-06-08,28152
2017-06-09,26797
2017-06-10,23995
2017-06-11,27806
2017-06-12,36420
2017-06-13,33391
2017-06-14,29493
2017-06-15,29860
2017-06-16,28789
2017-06-17,23672
2017-06-18,23075
2017-06-19,25931
2017-06-20,29118
2017-06-21,33121
2017-06-22,31083
2017-06-23,26197
2017-06-24,24639
2017-06-25,22743
2017-06-26,26166
2017-06-27,36164
2017-06-28,46469
2017-06-29,35088
2017-06-30,26960
2017-07-01,23455
2017-07-02,25339
2017-07-03,26000
2017-07-04,25954
2017-07-05,27316
2017-07-06,28077
2017-07-07,24723
2017-07-08,21813
2017-07-09,22484
2017-07-10,26497
2017-07-11,28778
2017-07-12,27827
2017-07-13,28826
2017-07-14,25146
2017-07-15,20918
2017-07-16,21330
2017-07-17,25175
2017-07-18,29816
2017-07-19,31571
2017-07-20,33332
2017-07-21,27028
2017-07-22,23839
2017-07-23,29444
2017-07-24,29211
2017-07-25,27282
2017-07-26,27926
2017-07-27,28447
2017-07-28,24731
2017-07-29,22063
2017-07-30,35445
2017-07-31,25446
2017-08-01,54112
2017-08-02,78751
2017-08-03,32167
2017-08-04,25124
2017-08-05,27093
2017-08-06,27030
2017-08-07,35220
2017-08-08,42422
2017-08-09,37744
2017-08-10,35488
2017-08-11,32652
2017-08-12,30433
2017-08-13,39004
2017-08-14,53867
2017-08-15,49545
2017-08-16,42637
2017-08-17,39393
2017-08-18,39011
2017-08-19,35897
2017-08-20,37039
2017-08-21,38635
2017-08-22,42484
2017-08-23,40788
2017-08-24,38457
2017-08-25,36325
2017-08-26,32141
2017-08-27,29450
2017-08-28,33093
2017-08-29,36234
2017-08-30,38008
2017-08-31,41171
2017-09-01,38280
2017-09-02,34811
2017-09-03,34468
2017-09-04,40995
2017-09-05,40693
2017-09-06,40179
2017-09-07,40293
2017-09-08,33187
2017-09-09,29744
2017-09-10,29393
2017-09-11,32110
2017-09-12,37184
2017-09-13,51883
2017-09-14,47681
2017-09-15,46741
2017-09-16,36273
2017-09-17,34572
2017-09-18,40573
2017-09-19,39469
2017-09-20,35122
2017-09-21,31837
2017-09-22,29702
2017-09-23,23177
2017-09-24,24503
2017-09-25,27296
2017-09-26,27577
2017-09-27,29970
2017-09-28,27248
2017-09-29,25880
2017-09-30,22188
2017-10-01,24449
2017-10-02,26707
2017-10-03,27873
2017-10-04,29987
2017-10-05,28161
2017-10-06,25452
2017-10-07,23374
2017-10-08,24589
2017-10-09,29398
2017-10-10,30268
2017-10-11,33036
2017-10-12,46510
2017-10-13,54928
2017-10-14,41926
2017-10-15,38134
2017-10-16,42409
2017-10-17,38467
2017-10-18,35682
2017-10-19,35467
2017-10-20,40926
2017-10-21,45542
2017-10-22,41045
2017-10-23,47099
2017-10-24,44716
2017-10-25,41933
2017-10-26,39844
2017-10-27,37537
2017-10-28,31898
2017-10-29,34355
2017-10-30,43309
2017-10-31,48836
2017-11-01,56731
2017-11-02,75661
2017-11-03,65139
2017-11-04,50687
2017-11-05,48677
2017-11-06,52413
2017-11-07,52217
2017-11-08,55613
2017-11-09,55234
2017-11-10,54094
2017-11-11,44938
2017-11-12,45692
2017-11-13,55933
2017-11-14,53928
2017-11-15,47219
2017-11-16,50887
2017-11-17,63913
2017-11-18,49924
2017-11-19,45980
2017-11-20,59496
2017-11-21,63035
2017-11-22,54553
2017-11-23,48753
2017-11-24,47174
2017-11-25,45257
2017-11-26,67113
2017-11-27,125467
2017-11-28,146849
2017-11-29,264319
2017-11-30,214178
2017-12-01,169577
2017-12-02,113439
2017-12-03,109492
2017-12-04,163260
2017-12-05,161881
2017-12-06,180707
2017-12-07,333517
2017-12-08,347624
2017-12-09,215966
2017-12-10,192190
2017-12-11,244694
2017-12-12,232389
2017-12-13,203034
2017-12-14,166596
2017-12-15,130838
2017-12-16,118984
2017-12-17,126375
2017-12-18,139923
2017-12-19,158024
2017-12-20,166711
2017-12-21,144330
2017-12-22,167041
2017-12-23,147971
2017-12-24,111542
2017-12-25,117925
2017-12-26,128835
2017-12-27,100995
2017-12-28,94098
2017-12-29,93345
2017-12-30,84729
2017-12-31,68856
2018-01-01,66949
2018-01-02,90271
2018-01-03,99223
2018-01-04,88224
2018-01-05,81601
2018-01-06,81564
2018-01-07,80580
2018-01-08,89326
2018-01-09,93964
2018-01-10,101726
2018-01-11,90383
2018-01-12,78303
2018-01-13,70335
2018-01-14,60970
2018-01-15,65857
2018-01-16,76274
2018-01-17,91829
2018-01-18,72867
2018-01-19,62607
2018-01-20,53113
2018-01-21,49158
2018-01-22,55522
2018-01-23,50426
2018-01-24,52910
2018-01-25,55993
2018-01-26,47466
2018-01-27,41276
2018-01-28,41881
2018-01-29,43600
2018-01-30,42251
2018-01-31,46740
2018-02-01,50088
2018-02-02,55719
2018-02-03,47365
2018-02-04,45525
2018-02-05,59427
2018-02-06,62245
2018-02-07,45923
2018-02-08,43539
2018-02-09,43556
2018-02-10,36798
2018-02-11,37293
2018-02-12,45447
2018-02-13,40316
2018-02-14,36872
2018-02-15,38966
2018-02-16,32756
2018-02-17,29889
2018-02-18,28067
2018-02-19,28114
2018-02-20,40395
2018-02-21,26033
2018-02-22,26010
2018-02-23,21893
2018-02-24,19814
2018-02-25,27283
2018-02-26,26046
2018-02-27,29257
2018-02-28,24799
2018-03-01,21338
2018-03-02,30328
2018-03-03,18238
2018-03-04,19122
2018-03-05,21987
2018-03-06,32332
2018-03-07,26604
2018-03-08,18857
2018-03-09,19575
2018-03-10,17796
2018-03-11,21810
2018-03-12,22668
2018-03-13,21747
2018-03-14,20107
2018-03-15,20290
2018-03-16,18473
2018-03-17,15044
2018-03-18,17508
2018-03-19,29251
2018-03-20,22863
2018-03-21,26958
2018-03-22,32776
2018-03-23,27263
2018-03-24,15234
2018-03-25,13914
2018-03-26,26741
2018-03-27,20938
2018-03-28,25819
2018-03-29,18742
2018-03-30,19021
2018-03-31,13350
2018-04-01,14424
2018-04-02,19687
2018-04-03,18898
2018-04-04,21414
2018-04-05,22195
2018-04-06,19322
2018-04-07,18205
2018-04-08,18606
2018-04-09,15723
2018-04-10,19123
2018-04-11,15537
2018-04-12,17741
2018-04-13,16030
2018-04-14,12764
2018-04-15,12921
2018-04-16,16699
2018-04-17,18189
2018-04-18,17159
2018-04-19,16228
2018-04-20,15985
2018-04-21,16387
2018-04-22,21300
2018-04-23,28166
2018-04-24,22346
2018-04-25,19668
2018-04-26,20553
2018-04-27,15876
2018-04-28,11684
2018-04-29,11785
2018-04-30,14269
2018-05-01,14110
2018-05-02,14600
2018-05-03,13477
2018-05-04,14729
2018-05-05,12677
2018-05-06,13678
2018-05-07,17080
2018-05-08,19962
2018-05-09,16867
2018-05-10,17515
2018-05-11,15364
2018-05-12,13387
2018-05-13,13816
2018-05-14,14904
2018-05-15,15234
2018-05-16,14503
2018-05-17,15599
2018-05-18,19564
2018-05-19,15349
2018-05-20,15779
2018-05-21,21575
2018-05-22,14983
2018-05-23,16156
2018-05-24,14508
2018-05-25,13802
2018-05-26,11409
2018-05-27,23363
2018-05-28,13694
2018-05-29,13825
2018-05-30,13645
2018-05-31,20504
2018-06-01,11662
2018-06-02,9725
2018-06-03,16001
2018-06-04,19183
2018-06-05,25079
2018-06-06,36825
2018-06-07,31536
2018-06-08,25755
2018-06-09,21012
2018-06-10,22801
2018-06-11,25154
2018-06-12,20562
2018-06-13,19341
2018-06-14,15983
2018-06-15,13205
2018-06-16,11655
2018-06-17,17386
2018-06-18,17898
2018-06-19,15766
2018-06-20,25596
2018-06-21,15643
2018-06-22,13373
2018-06-23,11597
2018-06-24,17672
2018-06-25,17561
2018-06-26,17717
2018-06-27,17989
2018-06-28,19095
2018-06-29,14756
2018-06-30,14906
2018-07-01,15557
2018-07-02,16592
2018-07-03,13998
2018-07-04,13749
2018-07-05,17100
2018-07-06,12933
2018-07-07,8893
2018-07-08,9623
2018-07-09,11197
2018-07-10,16790
2018-07-11,12259
2018-07-12,11732
2018-07-13,13504
2018-07-14,12670
2018-07-15,12701
2018-07-16,13290
2018-07-17,12960
2018-07-18,14290
2018-07-19,14658
2018-07-20,13106
2018-07-21,12226
2018-07-22,11888
2018-07-23,14140
2018-07-24,13519
2018-07-25,15289
2018-07-26,13985
2018-07-27,14782
2018-07-28,13087
2018-07-29,16289
2018-07-30,13657
2018-07-31,14920
2018-08-01,14337
2018-08-02,16057
2018-08-03,15321
2018-08-04,11585
2018-08-05,11833
2018-08-06,16669
2018-08-07,17544
2018-08-08,12867
2018-08-09,11084
2018-08-10,13629
2018-08-11,11869
2018-08-12,12065
2018-08-13,14328
2018-08-14,14544
2018-08-15,15421
2018-08-16,14026
2018-08-17,13047
2018-08-18,13778
2018-08-19,14376
2018-08-20,13293
2018-08-21,13831
2018-08-22,14191
2018-08-23,13674
2018-08-24,14352
2018-08-25,13281
2018-08-26,12213
2018-08-27,15071
2018-08-28,13951
2018-08-29,14267
2018-08-30,15138
2018-08-31,13025
2018-09-01,11844
2018-09-02,13971
2018-09-03,15414
2018-09-04,14233
2018-09-05,14952
2018-09-06,15477
2018-09-07,13667
2018-09-08,12148
2018-09-09,13335
2018-09-10,15001
2018-09-11,11421
2018-09-12,11472
2018-09-13,12668
2018-09-14,12172
2018-09-15,11658
2018-09-16,12821
2018-09-17,18717
2018-09-18,15946
2018-09-19,13984
2018-09-20,13592
2018-09-21,13441
2018-09-22,12217
2018-09-23,14821
2018-09-24,16754
2018-09-25,14040
2018-09-26,12978
2018-09-27,11624
2018-09-28,11343
2018-09-29,10493
2018-09-30,10682
2018-10-01,10848
2018-10-02,11253
2018-10-03,10250
2018-10-04,9920
2018-10-05,9347
2018-10-06,8459
2018-10-07,8477
2018-10-08,11369
2018-10-09,13476
2018-10-10,10393
2018-10-11,9752
2018-10-12,9496
2018-10-13,8159
2018-10-14,9344
2018-10-15,10758
2018-10-16,10329
2018-10-17,9670
2018-10-18,10296
2018-10-19,12807
2018-10-20,12124
2018-10-21,15287
2018-10-22,11669
2018-10-23,10690
2018-10-24,11022
2018-10-25,10190
2018-10-26,9548
2018-10-27,9565
2018-10-28,8465
2018-10-29,11526
2018-10-30,12133
2018-10-31,13063
2018-11-01,13454
2018-11-02,14259
2018-11-03,13608
2018-11-04,11189
2018-11-05,12558
2018-11-06,12848
2018-11-07,11171
2018-11-08,17005
2018-11-09,15740
2018-11-10,11746
2018-11-11,14566
2018-11-12,13431
2018-11-13,12792
2018-11-14,12683
2018-11-15,12021
2018-11-16,10333
2018-11-17,10163
2018-11-18,10186
2018-11-19,13428
2018-11-20,14612
2018-11-21,13971
2018-11-22,11935
2018-11-23,11355
2018-11-24,10062
2018-11-25,11375
2018-11-26,13860
2018-11-27,15200
2018-11-28,12686
2018-11-29,12709
2018-11-30,14422
2018-12-01,10083
2018-12-02,10695
2018-12-03,12294
2018-12-04,13226
2018-12-05,12290
2018-12-06,11920
2018-12-07,12019
2018-12-08,10178
2018-12-09,10294
2018-12-10,11433
2018-12-11,11401
2018-12-12,11912
2018-12-13,13069
2018-12-14,13937
2018-12-15,9154
2018-12-16,9462
2018-12-17,12584
2018-12-18,12447
2018-12-19,10893
2018-12-20,12461
2018-12-21,12817
2018-12-22,10507
2018-12-23,9330
2018-12-24,9452
2018-12-25,9181
2018-12-26,10859
2018-12-27,11794
2018-12-28,11423
2018-12-29,11545
2018-12-30,9079
2018-12-31,9707
2019-01-01,9676
2019-01-02,11193
2019-01-03,20217
2019-01-04,12983
2019-01-05,11166
2019-01-06,10823
2019-01-07,11844
2019-01-08,11247
2019-01-09,11613
2019-01-10,11469
2019-01-11,11253
2019-01-12,9969
2019-01-13,10447
2019-01-14,10517
2019-01-15,8976
2019-01-16,8694
2019-01-17,8474
2019-01-18,9388
2019-01-19,7062
2019-01-20,6958
2019-01-21,8011
2019-01-22,8145
2019-01-23,8351
2019-01-24,9591
2019-01-25,8612
2019-01-26,8095
2019-01-27,8167
2019-01-28,8591
2019-01-29,8870
2019-01-30,9138
2019-01-31,8877
2019-02-01,9183
2019-02-02,8044
2019-02-03,7533
2019-02-04,9227
2019-02-05,14043
2019-02-06,11497
2019-02-07,10628
2019-02-08,9212
2019-02-09,8208
2019-02-10,7960
2019-02-11,9192
2019-02-12,9366
2019-02-13,9619
2019-02-14,8574
2019-02-15,8567
2019-02-16,8364
2019-02-17,10731
2019-02-18,9619
2019-02-19,10199
2019-02-20,10410
2019-02-21,10148
2019-02-22,9719
2019-02-23,8850
2019-02-24,9956
2019-02-25,10287
2019-02-26,10243
2019-02-27,9925
2019-02-28,15021
2019-03-01,10709
2019-03-02,8918
2019-03-03,8919
2019-03-04,9968
2019-03-05,10197
2019-03-06,10467
2019-03-07,9796
2019-03-08,8394
2019-03-09,7519
2019-03-10,7915
2019-03-11,8774
2019-03-12,12521
2019-03-13,8739
2019-03-14,8334
2019-03-15,7756
2019-03-16,6987
2019-03-17,7255
2019-03-18,8668
2019-03-19,8453
2019-03-20,8187
2019-03-21,7746
2019-03-22,7275
2019-03-23,6576
2019-03-24,6248
2019-03-25,6904
2019-03-26,7696
2019-03-27,7770
2019-03-28,7251
2019-03-29,6807
2019-03-30,6002
2019-03-31,6406
2019-04-01,7923
2019-04-02,12906
2019-04-03,14671
2019-04-04,10242
2019-04-05,8525
2019-04-06,7347
2019-04-07,7621
2019-04-08,9046
2019-04-09,9519
2019-04-10,10037
2019-04-11,8324
2019-04-12,7741
2019-04-13,6672
2019-04-14,6367
2019-04-15,8123
2019-04-16,7416
2019-04-17,7646
2019-04-18,7431
2019-04-19,7209
2019-04-20,7255
2019-04-21,7837
2019-04-22,7701
2019-04-23,7817
2019-04-24,8272
2019-04-25,7258
2019-04-26,7138
2019-04-27,6549
2019-04-28,6502
2019-04-29,8234
