"ds","y"
2025-01-23,15214
2025-01-24,14508
2025-01-25,11606
2025-01-26,11878
2025-01-27,12147
2025-01-28,12204
2025-01-29,11075
2025-01-30,10899
2025-01-31,10932
2025-02-01,9521
2025-02-02,9467
2025-02-03,11083
2025-02-04,10749
2025-02-05,10191
2025-02-06,9855
2025-02-07,9238
2025-02-08,8643
2025-02-09,9463
2025-02-10,10100
2025-02-11,9386
2025-02-12,8722
2025-02-13,8746
2025-02-14,7934
2025-02-15,8178
2025-02-16,9186
2025-02-17,8603
2025-02-18,9276
2025-02-19,9084
2025-02-20,9612
2025-02-21,10025
2025-02-22,9069
2025-02-23,8956
2025-02-24,8990
2025-02-25,20014
2025-02-26,10761
2025-02-27,10517
2025-02-28,11691
2025-03-01,8779
2025-03-02,10913
2025-03-03,14442
2025-03-04,12051
2025-03-05,11437
2025-03-06,14797
2025-03-07,21104
2025-03-08,13347
2025-03-09,12107
2025-03-10,16470
2025-03-11,17567
2025-03-12,15835
2025-03-13,14863
2025-03-14,11733
2025-03-15,13751
2025-03-16,13586
2025-03-17,11163
2025-03-18,10058
2025-03-19,10359
2025-03-20,9396
2025-03-21,14395
2025-03-22,8151
2025-03-23,8121
2025-03-24,17961
2025-03-25,14960
2025-03-26,10280
2025-03-27,15668
2025-03-28,16516
2025-03-29,11435
2025-03-30,11212
2025-03-31,8947
2025-04-01,8404
2025-04-02,9238
2025-04-03,13194
2025-04-04,10269
2025-04-05,14232
2025-04-06,10799
2025-04-07,12629
2025-04-08,11562
2025-04-09,13206
2025-04-10,12020
2025-04-11,9388
2025-04-12,9897
2025-04-13,10049
2025-04-14,11296
2025-04-15,12269
2025-04-16,9856
2025-04-17,9543
2025-04-18,10802
2025-04-19,9304
2025-04-20,12857
2025-04-21,13655
2025-04-22,12306
2025-04-23,12572
2025-04-24,11924
2025-04-25,11286
2025-04-26,11824
2025-04-27,11127
2025-04-28,10874
2025-04-29,12724
2025-04-30,11418
2025-05-01,9647
2025-05-02,8380
2025-05-03,9441
2025-05-04,8739
2025-05-05,10057
2025-05-06,10578
2025-05-07,7988
2025-05-08,11939
2025-05-09,11929
2025-05-10,8930
2025-05-11,10302
2025-05-12,9799
2025-05-13,10037
2025-05-14,10148
2025-05-15,14278
2025-05-16,8329
2025-05-17,9000
2025-05-18,9079
2025-05-19,9339
2025-05-20,8204
2025-05-21,9085
2025-05-22,11898
2025-05-23,15786
2025-05-24,9421
2025-05-25,10940
2025-05-26,10312
2025-05-27,10603
2025-05-28,12499
2025-05-29,13925
2025-05-30,14483
2025-05-31,15141
2025-06-01,14521
2025-06-02,15969
2025-06-03,15637
2025-06-04,18195
2025-06-05,11849
2025-06-06,10306
2025-06-07,9245
2025-06-08,10742
2025-06-09,11398
2025-06-10,9196
2025-06-11,9460
2025-06-12,8970
2025-06-13,9171
2025-06-14,8317
2025-06-15,9935
2025-06-16,9303
2025-06-17,8796
2025-06-18,8859
2025-06-19,8488
2025-06-20,10384
2025-06-21,8187
2025-06-22,8775
2025-06-23,10013
2025-06-24,10581
2025-06-25,8924
2025-06-26,9382
2025-06-27,11351
2025-06-28,18838
2025-06-29,7178
2025-06-30,7507
2025-07-01,8010
2025-07-02,9260
2025-07-03,7481
2025-07-04,7911
2025-07-05,7365
2025-07-06,7433
2025-07-07,8159
2025-07-08,7986
2025-07-09,8203
2025-07-10,10481
2025-07-11,11331
2025-07-12,9361
2025-07-13,9207
2025-07-14,14226
2025-07-15,11119
2025-07-16,10973
2025-07-17,10086
2025-07-18,9902
2025-07-19,8710
2025-07-20,8811
2025-07-21,9139
2025-07-22,9192
2025-07-23,9092
2025-07-24,8480
2025-07-25,7843
2025-07-26,8440
2025-07-27,7582
2025-07-28,8883
2025-07-29,10237
2025-07-30,8185
2025-07-31,8894
2025-08-01,8366
2025-08-02,7767
2025-08-03,7799
2025-08-04,11659
2025-08-05,9616
2025-08-06,9113
2025-08-07,9157
2025-08-08,8759
2025-08-09,7754
2025-08-10,9098
2025-08-11,8703
2025-08-12,8212
2025-08-13,8341
2025-08-14,9142
2025-08-15,8420
2025-08-16,7214
2025-08-17,8086
2025-08-18,7924
2025-08-19,8068
2025-08-20,7741
2025-08-21,7278
2025-08-22,7313
2025-08-23,6456
2025-08-24,5736
2025-08-25,7107
2025-08-26,7277
2025-08-27,7249
2025-08-28,7075
2025-08-29,6667
2025-08-30,6221
2025-08-31,5955
2025-09-01,6215
2025-09-02,6220
2025-09-03,7073
2025-09-04,7281
2025-09-05,6806
2025-09-06,6561
2025-09-07,6695
2025-09-08,7508
2025-09-09,7401
2025-09-10,7183
2025-09-11,6422
2025-09-12,6737
2025-09-13,5831
2025-09-14,6113
2025-09-15,6538
2025-09-16,7194
2025-09-17,6901
2025-09-18,7358
2025-09-19,6574
2025-09-20,6984
2025-09-21,6297
2025-09-22,7340
2025-09-23,6431
2025-09-24,6574
2025-09-25,6790
2025-09-26,6458
2025-09-27,5415
2025-09-28,6136
2025-09-29,6608
2025-09-30,10872
2025-10-01,6662
2025-10-02,6503
2025-10-03,6555
2025-10-04,5837
2025-10-05,7841
2025-10-06,8694
2025-10-07,7629
2025-10-08,7356
2025-10-09,7213
2025-10-10,6991
2025-10-11,10226
2025-10-12,10183
2025-10-13,9572
2025-10-14,9387
2025-10-15,9518
2025-10-16,8501
2025-10-17,10606
2025-10-18,10364
2025-10-19,9840
2025-10-20,10661
2025-10-21,11680
2025-10-22,10874
2025-10-23,11267
2025-10-24,10795
2025-10-25,9868
2025-10-26,9477
2025-10-27,10130
2025-10-28,10491
2025-10-29,10386
2025-10-30,10706
2025-10-31,11501
2025-11-01,11121
2025-11-02,10910
2025-11-03,11024
2025-11-04,10927
2025-11-05,11251
2025-11-06,10396
2025-11-07,11203
2025-11-08,9527
2025-11-09,9218
2025-11-10,9906
2025-11-11,10901
2025-11-12,10082
2025-11-13,9117
2025-11-14,10109
2025-11-15,8811
2025-11-16,8386
2025-11-17,9766
2025-11-18,11225
2025-11-19,11243
2025-11-20,10461
2025-11-21,12166
2025-11-22,10059
2025-11-23,9210
2025-11-24,10424
2025-11-25,10357
2025-11-26,9543
2025-11-27,8819
2025-11-28,8551
2025-11-29,7710
2025-11-30,7664
2025-12-01,10769
2025-12-02,10605
2025-12-03,8976
2025-12-04,8942
2025-12-05,7599
2025-12-06,6757
2025-12-07,6911
2025-12-08,8907
2025-12-09,8300
2025-12-10,7234
2025-12-11,8280
2025-12-12,7310
2025-12-13,6542
2025-12-14,6991
2025-12-15,7136
2025-12-16,6661
2025-12-17,10022
2025-12-18,32160
2025-12-19,6417
2025-12-20,5611
2025-12-21,10505
2025-12-22,6492
2025-12-23,6286
2025-12-24,6175
2025-12-25,5963
2025-12-26,6620
2025-12-27,6124
2025-12-28,6987
2025-12-29,7378
2025-12-30,6498
2025-12-31,7706
2026-01-01,8222
2026-01-02,7354
2026-01-03,7741
2026-01-04,8114
2026-01-05,7609
2026-01-06,7920
2026-01-07,6681
2026-01-08,6244
2026-01-09,5954
2026-01-10,6657
2026-01-11,6959
2026-01-12,7142
2026-01-13,7122
2026-01-14,9135
2026-01-15,6779
2026-01-16,6297
2026-01-17,6680
2026-01-18,5803
2026-01-19,6195
2026-01-20,8156
2026-01-21,7114
2026-01-22,7854
2026-01-23,7116
2026-01-24,8186
2026-01-25,6323
2026-01-26,6673
2026-01-27,6440
2026-01-28,6299
2026-01-29,6972
2026-01-30,7128
2026-01-31,6465
2026-02-01,7529
2026-02-02,10346
2026-02-03,11064
2026-02-04,10701
2026-02-05,20093
2026-02-06,23448
2026-02-07,14869
2026-02-08,12796
2026-02-09,12421
2026-02-10,10687
2026-02-11,12641
2026-02-12,10909
2026-02-13,9501
2026-02-14,9899
2026-02-15,6945
2026-02-16,8632
2026-02-17,7300
2026-02-18,6928
2026-02-19,6507
2026-02-20,6389
2026-02-21,7061
2026-02-22,5841
2026-02-23,7145
2026-02-24,7476
2026-02-25,6476
2026-02-26,6102
2026-02-27,5685
2026-02-28,5172
2026-03-01,5292
2026-03-02,5883
2026-03-03,5968
2026-03-04,6200
2026-03-05,6222
2026-03-06,5292
2026-03-07,6895
2026-03-08,5195
2026-03-09,6312
2026-03-10,6554
2026-03-11,5938
2026-03-12,10534
2026-03-13,11290
2026-03-14,9615
2026-03-15,4658
2026-03-16,5649
2026-03-17,7343
2026-03-18,5132
2026-03-19,6687
